review,rating,date,bank,source,sentiment_label,sentiment_score,nouns,identified_theme,noun_text
not werke,2,2025-09-08,Dashen,Google Play,NEUTRAL,0.0,[],Other,
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,NEGATIVE,-0.4000000000000001,"['bank', 'banking', 'app', 'service', 'time']",User Interface & Experience,bank banking app service time
simple and easy to use,5,2025-09-08,Dashen,Google Play,POSITIVE,0.21666666666666667,[],Other,
meke,4,2025-09-07,Dashen,Google Play,NEUTRAL,0.0,['meke'],Other,meke
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,NEGATIVE,-0.45,"['app', 'other', 'lot', 'load', 'lot', 'error', 'money']",User Interface & Experience,app other lot load lot error money
bad specialy at weekends,1,2025-09-07,Dashen,Google Play,NEGATIVE,-0.6999999999999998,"['specialy', 'weekend']",Other,specialy weekend
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,NEGATIVE,-0.0805555555555556,"['dashin', 'bank', 'super', 'app', 'app', 'birr', 'money', 'airtime', 'birr', 'money', 'bank', 'money', 'national', 'bank', 'ethiopia', 'nbe', 'rule', 'birr', 'airtime', 'friend', 'dashin', 'bank', 'restriction', 'rule', 'unfa']",User Interface & Experience,dashin bank super app app birr money airtime birr money bank money national bank ethiopia nbe rule birr airtime friend dashin bank restriction rule unfa
It is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play,POSITIVE,0.5666666666666667,"['app', 'network']",User Interface & Experience,app network
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play,NEUTRAL,0.0,"['app', 'account', 'account', 'app', 'account', 'branch']",User Interface & Experience,app account account app account branch
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,NEUTRAL,0.0,"['lacag', 'inaad', 'amaahisan', 'somalida', 'maxaad', 'ku', 'diiden']",Other,lacag inaad amaahisan somalida maxaad ku diiden
